"sesso";"titolo";"giuridica2";"area";"corso";"aula";"edizione";"ore";"trimestre";"iscritti";"formati";"esito"
"M";"LAUREA                             ";"Categoria C";"TECNICO-SPECIALISTICA                   ";"LA NUOVA NORMATIVA TECNICA PER LE COSTRUZIONI - DM 14/01/2008                   ";"FUORI";"A09MD";42;1;1;1;1
"M";"LAUREA                             ";"Categoria C";"COMPETENZE TRASVERSALI                  ";"LETTURA RAPIDA DI DOCUMENTI                                                     ";"FUORI";"C09FV";16;3;1;NA;0
"M";"DIPLOMA DI MATURITA                ";"Categoria C";"GIURIDICA                               ";"L'ATTIVITA' CONTRATTUALE DELLA REGIONE TOSCANA - CORSO BASE                     ";"DENTRO";"C09AL";16;2;1;NA;0
"M";"DIPLOMA DI MATURITA                ";"Categoria C";"GIURIDICA                               ";"L'INFORMATIZZAZIONE DELLE PROCEDURE DI GARA                                     ";"FUORI";"B09AL";16;2;1;1;1
"F";"DIPLOMA DI MATURITA                ";"Categoria D";"ECONOMICO FINANZIARIA                   ";"IL MODELLO DI PROGRAMMAZIONE REGIONALE                                          ";"FUORI";"D09MS";24;4;1;1;1
"F";"DIPLOMA DI MATURITA                ";"Categoria D";"SISTEMI INFORMATIVI E TECNOLOGIE        ";"INTRODUZIONE A BUSINESS OBJECTS                                                 ";"FUORI";"C09AL";24;4;1;1;1
"F";"DIPLOMA DI MATURITA                ";"Categoria D";"SISTEMI INFORMATIVI E TECNOLOGIE        ";"LE INFRASTRUTTURE DELLA RETE TELEMATICA REGIONALE TOSCANA - RTRT                ";"DENTRO";"A09MM";24;4;1;1;1
"M";"LAUREA                             ";"Categoria D";"TECNICO-SPECIALISTICA                   ";"LE ACQUE REFLUE E LA TUTELA DELLE ACQUE                                         ";"FUORI";"A09MD";22;1;1;NA;0
"M";"DIPLOMA DI MATURITA                ";"Categoria C";"COMUNICAZIONE                           ";"UTILIZZO DELLE RISORSE IN LINEA DELLA SEZIONE INTRANET DELLA BIBLIOTECA DELLA GI";"FUORI";"A09FV";8;3;1;1;1
"M";"DIPLOMA DI MATURITA                ";"Categoria C";"ORGANIZZAZIONE E RISORSE UMANE          ";"GESTIONE DOCUMENTI E METODOLOGIE DI ARCHIVIAZIONE                               ";"DENTRO";"A09MM";24;3;1;NA;0
"M";"DIPLOMA DI MATURITA                ";"Categoria D";"TECNICO-SPECIALISTICA                   ";"I SOFTWARE GIS OPEN SOURCE E USO DELLA BASE GEOGRAFICA REGIONALE                ";"FUORI";"A09MD";30;3;1;1;1
"F";"LAUREA                             ";"Categoria D";"SISTEMI INFORMATIVI E TECNOLOGIE        ";"AUTOCAD - CORSO BASE                                                            ";"FUORI";"B09AT";24;4;1;NA;0
"M";"LAUREA                             ";"Categoria D";"TECNICO-SPECIALISTICA                   ";"LE ACQUE REFLUE E LA TUTELA DELLE ACQUE                                         ";"FUORI";"A09MD";22;1;1;NA;0
"F";"LAUREA                             ";"Categoria D";"ORGANIZZAZIONE E RISORSE UMANE          ";"GESTIONE DOCUMENTI E METODOLOGIE DI ARCHIVIAZIONE                               ";"DENTRO";"A09MM";24;3;1;1;1
"F";"LAUREA                             ";"Categoria D";"TECNICO-SPECIALISTICA                   ";"IMPLICAZIONI GEOLOGICHE E GEOTECNICHE NELLA PROGETTAZIONE E CONSOLIDAMENTO DELLE";"FUORI";"A09MD";24;4;1;1;1
"F";"LAUREA                             ";"Categoria D";"TECNICO-SPECIALISTICA                   ";"I SOFTWARE GIS OPEN SOURCE E USO DELLA BASE GEOGRAFICA REGIONALE                ";"FUORI";"A09MD";30;3;1;1;1
"M";"LAUREA                             ";"Qualifica dirigenziale";"TECNICO-SPECIALISTICA                   ";"ISPETTORE FITOSANITARIO                                                         ";"FUORI";"A09GR";48;2;1;1;1
"F";"LAUREA                             ";"Qualifica dirigenziale";"SISTEMI INFORMATIVI E TECNOLOGIE        ";"SEMINARIO SU INTRODUZIONE AL PROTOCOLLO INTEROPERABILE E GESTIONE DOCUMENTALE   ";"FUORI";"A09BB";4;3;1;1;1
"M";"LAUREA                             ";"Categoria D";"COMPETENZE TRASVERSALI                  ";"PARLARE IN PUBBLICO                                                             ";"FUORI";"C09FV";16;4;1;1;1
"F";"LAUREA                             ";"Categoria D";"COMPETENZE TRASVERSALI                  ";"PARLARE IN PUBBLICO                                                             ";"FUORI";"A09FV";16;2;1;1;1
"F";"LAUREA                             ";"Categoria D";"ECONOMICO FINANZIARIA                   ";"LA COSTRUZIONE, IL MONITORAGGIO E LA VALUTAZIONE DI PIANI E PROGRAMMI           ";"FUORI";"B09MS";16;4;1;1;1
"F";"LAUREA                             ";"Categoria D";"TECNICO-SPECIALISTICA                   ";"IMPLICAZIONI GEOLOGICHE E GEOTECNICHE NELLA PROGETTAZIONE E CONSOLIDAMENTO DELLE";"FUORI";"A09MD";24;4;1;1;1
"F";"LAUREA                             ";"Categoria D";"TECNICO-SPECIALISTICA                   ";"LA PROGETTAZIONE GEOTECNICA DEGLI EDIFICI AI SENSI DEL DM 14/01/2008            ";"FUORI";"A09MD";40;3;1;1;1
"F";"LAUREA                             ";"Categoria D";"TECNICO-SPECIALISTICA                   ";"LE ACQUE REFLUE E LA TUTELA DELLE ACQUE                                         ";"FUORI";"A09MD";22;1;1;1;1
"M";"LAUREA                             ";"Categoria D";"TECNICO-SPECIALISTICA                   ";"IMPLICAZIONI GEOLOGICHE E GEOTECNICHE NELLA PROGETTAZIONE E CONSOLIDAMENTO DELLE";"FUORI";"A09MD";24;4;1;1;1
"M";"DIPLOMA DI MATURITA                ";"Categoria C";"EUROPEA                                 ";"I FONDI STRUTTURALI                                                             ";"DENTRO";"B09AL";16;2;1;NA;0
"M";"DIPLOMA DI MATURITA                ";"Categoria C";"EUROPEA                                 ";"I FONDI STRUTTURALI: LA RENDICONTAZIONE DEI FONDI 2007-2013                     ";"DENTRO";"A08AL";16;1;1;NA;0
"M";"DIPLOMA DI MATURITA                ";"Categoria C";"ORGANIZZAZIONE E RISORSE UMANE          ";"LAVORARE PER PROCESSI                                                           ";"FUORI";"A09MS";24;3;1;NA;0
"M";"DIPLOMA DI MATURITA                ";"Categoria C";"GIURIDICA                               ";"IL CONTRATTO DI APPALTO PER LA FORNITURA DI BENI E SERVIZI: DALL'AGGIUDICAZIONE ";"FUORI";"A09AL";16;2;1;1;1
"M";"LAUREA                             ";"Categoria D";"SISTEMI INFORMATIVI E TECNOLOGIE        ";"AUTOCAD - CORSO BASE                                                            ";"FUORI";"B09AT";24;4;1;1;1
"M";"LAUREA                             ";"Categoria D";"SISTEMI INFORMATIVI E TECNOLOGIE        ";"STRUMENTI DI RILEVAZIONE ED ELABORAZIONE STATISTICA DEI DATI                    ";"FUORI";"B09MM";24;4;1;1;1
"F";"LICENZA SCUOLA MEDIA               ";"Categoria C";"COMUNICAZIONE                           ";"UTILIZZO DELLE RISORSE IN LINEA DELLA SEZIONE INTRANET DELLA BIBLIOTECA DELLA GI";"FUORI";"A09FV";8;3;1;1;1
"M";"LAUREA                             ";"Qualifica dirigenziale";"MANAGERIALE                             ";"SVILUPPO DEL RUOLO DIRIGENZIALE                                                 ";"FUORI";"A09MM";24;4;1;NA;0
"F";"DIPLOMA DI MATURITA                ";"Categoria C";"COMUNICAZIONE                           ";"LA COMUNICAZIONE PUBBLICA E ISTITUZIONALE                                       ";"FUORI";"B09GR";16;4;1;NA;0
"F";"DIPLOMA DI MATURITA                ";"Categoria C";"GIURIDICA                               ";"IL CODICE DELL'AMMINISTRAZIONE DIGITALE                                         ";"FUORI";"C09MM";8;4;1;1;1
"F";"LICENZA SCUOLA MEDIA               ";"Categoria C";"GIURIDICA                               ";"L'ATTIVITA' CONTRATTUALE DELLA REGIONE TOSCANA - CORSO APPROFONDIMENTO FORNITURE";"DENTRO";"C09AL";28;4;1;NA;0
"F";"LICENZA SCUOLA MEDIA               ";"Categoria C";"GIURIDICA                               ";"IL CONTRATTO DI APPALTO PER LA FORNITURA DI BENI E SERVIZI: DALL'AGGIUDICAZIONE ";"FUORI";"A09AL";16;2;1;1;1
"F";"DIPLOMA DI MATURITA                ";"Categoria C";"GIURIDICA                               ";"L'ATTIVITA' CONTRATTUALE DELLA REGIONE TOSCANA - CORSO BASE                     ";"DENTRO";"E09AL";16;4;1;NA;0
"F";"DIPLOMA DI MATURITA                ";"Categoria C";"ECONOMICO FINANZIARIA                   ";"L'ORDINAMENTO CONTABILE DELLA REGIONE TOSCANA                                   ";"DENTRO";"A09AT";20;2;1;1;1
"F";"DIPLOMA UNIVERSITARIO              ";"Categoria D";"ECONOMICO FINANZIARIA                   ";"LA COSTRUZIONE E LA VALUTAZIONE DEL PIANO ECONOMICO FINANZIARIO DI UNA INIZIATIV";"FUORI";"B09MS";32;4;1;1;1
"F";"DIPLOMA UNIVERSITARIO              ";"Categoria D";"ORGANIZZAZIONE E RISORSE UMANE          ";"GESTIONE DOCUMENTI E METODOLOGIE DI ARCHIVIAZIONE                               ";"DENTRO";"A09MM";24;3;1;1;1
"F";"DIPLOMA UNIVERSITARIO              ";"Categoria D";"SISTEMI INFORMATIVI E TECNOLOGIE        ";"STRUMENTI DI RILEVAZIONE ED ELABORAZIONE STATISTICA DEI DATI                    ";"FUORI";"B09MM";24;4;1;1;1
"F";"DIPLOMA DI MATURITA                ";"Categoria D";"ECONOMICO FINANZIARIA                   ";"LA COSTRUZIONE E LA VALUTAZIONE DEL PIANO ECONOMICO FINANZIARIO DI UNA INIZIATIV";"FUORI";"A09MS";32;1;1;1;1
"F";"DIPLOMA DI MATURITA                ";"Categoria D";"ORGANIZZAZIONE E RISORSE UMANE          ";"GESTIRE IL CAMBIAMENTO                                                          ";"DENTRO";"POGRU";16;1;1;NA;0
"F";"DIPLOMA DI MATURITA                ";"Categoria C";"COMPETENZE TRASVERSALI                  ";"TECNICHE DI COMUNICAZIONE INTERPERSONALE                                        ";"DENTRO";"B09FV";16;2;1;1;1
"M";"DIPLOMA DI MATURITA                ";"Categoria C";"GIURIDICA                               ";"LA SEMPLIFICAZIONE DELLA DOCUMENTAZIONE AMMINISTRATIVA                          ";"DENTRO";"A09AL";8;2;1;1;1
"M";"LAUREA                             ";"Categoria D";"GIURIDICA                               ";"TESTO UNICO SULLA SICUREZZA (D.LGS. 81/2008)                                    ";"FUORI";"A09CB";12;4;1;NA;0
"F";"DIPLOMA DI MATURITA                ";"Categoria C";"GIURIDICA                               ";"LA SEMPLIFICAZIONE DELLA DOCUMENTAZIONE AMMINISTRATIVA                          ";"DENTRO";"A09AL";8;2;1;1;1
"F";"LAUREA                             ";"Categoria D";"GIURIDICA                               ";"IL NUOVO PROCEDIMENTO AMMINISTRATIVO                                            ";"FUORI";"C09MS";8;4;1;1;1
"F";"LAUREA                             ";"Categoria D";"GIURIDICA                               ";"TECNICHE DI REDAZIONE E CONTROLLO DI ATTI AMMINISTRATIVI                        ";"DENTRO";"D09AL";28;4;1;1;1
"F";"LAUREA                             ";"Categoria D";"GIURIDICA                               ";"LA PRIVACY IN AMBITO SANITARIO                                                  ";"FUORI";"A09CB";8;2;1;1;1
"M";"DIPLOMA DI MATURITA                ";"Categoria D";"TECNICO-SPECIALISTICA                   ";"LA NUOVA NORMATIVA TECNICA PER LE COSTRUZIONI - DM 14/01/2008                   ";"FUORI";"A09MD";42;1;1;1;1
"F";"DIPLOMA DI MATURITA                ";"Categoria D";"SISTEMI INFORMATIVI E TECNOLOGIE        ";"SEMINARIO SU INTRODUZIONE AL PROTOCOLLO INTEROPERABILE E GESTIONE DOCUMENTALE   ";"FUORI";"A09BB";4;3;1;1;1
"M";"LAUREA                             ";"Qualifica dirigenziale";"GIURIDICA                               ";"IL NUOVO PROCEDIMENTO AMMINISTRATIVO                                            ";"FUORI";"B09MS";8;3;1;NA;0
"M";"LAUREA                             ";"Categoria D";"EUROPEA                                 ";"I FONDI STRUTTURALI: LA RENDICONTAZIONE DEI FONDI 2007-2013                     ";"FUORI";"C09GR";16;4;1;1;1
"M";"LAUREA                             ";"Categoria D";"GIURIDICA                               ";"L'ATTIVITA' CONTRATTUALE DELLA REGIONE TOSCANA - CORSO APPROFONDIMENTO LAVORI PU";"DENTRO";"B09AL";28;4;1;NA;0
"M";"LAUREA                             ";"Categoria D";"TECNICO-SPECIALISTICA                   ";"MODELLI DI SIMULAZIONE DEI TRASPORTI E DI VALUTAZIONE DELL'IMPATTO AMBIENTALE DE";"FUORI";"A09MD";30;4;1;1;1
"M";"DIPLOMA DI MATURITA                ";"Categoria C";"GIURIDICA                               ";"L'ATTIVITA' CONTRATTUALE DELLA REGIONE TOSCANA - CORSO APPROFONDIMENTO LAVORI PU";"DENTRO";"A09AL";28;2;1;1;1
"M";"LAUREA                             ";"Categoria D";"SISTEMI INFORMATIVI E TECNOLOGIE        ";"ANALISI E PROGETTAZIONE DATI                                                    ";"FUORI";"A09MS";16;2;1;1;1
"M";"LAUREA                             ";"Categoria D";"SISTEMI INFORMATIVI E TECNOLOGIE        ";"INTRODUZIONE A BUSINESS OBJECTS                                                 ";"FUORI";"C09AL";24;4;1;1;1
"F";"LAUREA                             ";"Categoria D";"EUROPEA                                 ";"I FONDI STRUTTURALI: LA RENDICONTAZIONE DEI FONDI 2007-2013                     ";"DENTRO";"A08AL";16;1;1;1;1
"F";"LAUREA                             ";"Categoria D";"MANAGERIALE                             ";"AER REGIONE TOSCANA E-PROCUREMENT E PROCESSI DI CHANGE MANAGEMENT               ";"FUORI";"A09RP";12;1;1;NA;0
"F";"LAUREA                             ";"Categoria D";"ECONOMICO FINANZIARIA                   ";"LA COSTRUZIONE E LA VALUTAZIONE DEL PIANO ECONOMICO FINANZIARIO DI UNA INIZIATIV";"FUORI";"B09MS";32;4;1;NA;0
"F";"LAUREA                             ";"Categoria D";"EUROPEA                                 ";"EUROPROGETTAZIONE                                                               ";"FUORI";"A09AL";32;3;1;NA;0
"F";"DIPLOMA DI MATURITA                ";"Categoria C";"COMUNICAZIONE                           ";"CERIMONIALE, RELAZIONI ESTERNE ED ORGANIZZAZIONE EVENTI                         ";"FUORI";"B09MS";16;4;1;NA;0
"F";"DIPLOMA DI MATURITA                ";"Categoria C";"GIURIDICA                               ";"L'ATTIVITA' CONTRATTUALE DELLA REGIONE TOSCANA - AGGIORNAMENTO                  ";"DENTRO";"B09AL";8;4;1;NA;0
"M";"LAUREA                             ";"Qualifica dirigenziale";"COMPETENZE TRASVERSALI                  ";"PARLARE IN PUBBLICO                                                             ";"FUORI";"B09FV";16;4;1;1;1
"M";"LAUREA                             ";"Qualifica dirigenziale";"GIURIDICA                               ";"L'ATTIVITA' CONTRATTUALE DELLA REGIONE TOSCANA - CORSO APPROFONDIMENTO LAVORI PU";"DENTRO";"B09AL";28;4;1;NA;0
"M";"DIPLOMA DI MATURITA                ";"Categoria C";"TECNICO-SPECIALISTICA                   ";"LA NUOVA NORMATIVA TECNICA PER LE COSTRUZIONI - DM 14/01/2008                   ";"FUORI";"A09MD";42;1;1;1;1
"M";"LAUREA                             ";"Qualifica dirigenziale";"MANAGERIALE                             ";"SVILUPPO DEL RUOLO DIRIGENZIALE                                                 ";"FUORI";"A09MM";24;4;1;NA;0
"M";"DIPLOMA DI MATURITA                ";"Categoria D";"TECNICO-SPECIALISTICA                   ";"METODOLOGIE DI MONITORAGGIO SU INDICATORI AGROAMBIENTALI E SOCIO-ECONOMICI      ";"FUORI";"A09GR";32;4;1;NA;0
"M";"DIPLOMA DI MATURITA                ";"Categoria D";"GIURIDICA                               ";"L'INFORMATIZZAZIONE DELLE PROCEDURE DI GARA                                     ";"FUORI";"A09AL";16;1;1;1;1
"M";"DIPLOMA DI MATURITA                ";"Categoria D";"GIURIDICA                               ";"LA SICUREZZA                                                                    ";"FUORI";"A09GR";32;4;1;NA;0
"M";"DIPLOMA DI MATURITA                ";"Categoria D";"COMPETENZE TRASVERSALI                  ";"PARLARE IN PUBBLICO                                                             ";"FUORI";"C09FV";16;4;1;NA;0
"M";"DIPLOMA DI MATURITA                ";"Categoria D";"COMPETENZE TRASVERSALI                  ";"TECNICHE DI MEMORIZZAZIONE                                                      ";"FUORI";"F09FV";8;4;1;NA;0
"M";"DIPLOMA DI MATURITA                ";"Categoria C";"TECNICO-SPECIALISTICA                   ";"ISPETTORE FITOSANITARIO                                                         ";"FUORI";"A09GR";48;2;1;1;1
"M";"DIPLOMA DI MATURITA                ";"Categoria C";"GIURIDICA                               ";"L'INFORMATIZZAZIONE DELLE PROCEDURE DI GARA                                     ";"FUORI";"B09AL";16;2;1;NA;0
"M";"LAUREA                             ";"Qualifica dirigenziale";"TECNICO-SPECIALISTICA                   ";"LA NUOVA NORMATIVA TECNICA PER LE COSTRUZIONI - DM 14/01/2008                   ";"FUORI";"A09MD";42;1;1;1;1
"M";"LAUREA                             ";"Categoria D";"TECNICO-SPECIALISTICA                   ";"METODOLOGIE DI MONITORAGGIO SU INDICATORI AGROAMBIENTALI E SOCIO-ECONOMICI      ";"FUORI";"A09GR";32;4;1;NA;0
"M";"LAUREA                             ";"Categoria D";"TECNICO-SPECIALISTICA                   ";"ISPETTORE FITOSANITARIO                                                         ";"FUORI";"A09GR";48;2;1;1;1
"M";"DIPLOMA DI MATURITA                ";"Categoria D";"GIURIDICA                               ";"IL RIPARTO DELLA GIURISDIZIONE TRA GIUDICE ORDINARIO E GIUDICE AMMINISTRATIVO NE";"FUORI";"A09CB";16;4;1;1;1
"M";"DIPLOMA DI MATURITA                ";"Categoria D";"SISTEMI INFORMATIVI E TECNOLOGIE        ";"SEMINARIO SU INTRODUZIONE AL PROTOCOLLO INTEROPERABILE E GESTIONE DOCUMENTALE   ";"FUORI";"A09BB";4;3;1;1;1
"M";"LAUREA                             ";"Qualifica dirigenziale";"SISTEMI INFORMATIVI E TECNOLOGIE        ";"SEMINARIO SU INTRODUZIONE AL PROTOCOLLO INTEROPERABILE E GESTIONE DOCUMENTALE   ";"FUORI";"A09BB";4;3;1;1;1
"M";"LICENZA SCUOLA MEDIA               ";"Categoria C";"GIURIDICA                               ";"LA PRIVACY IN AMBITO SANITARIO                                                  ";"FUORI";"B09CB";8;2;1;NA;0
"F";"LICENZA SCUOLA MEDIA               ";"Categoria C";"ORGANIZZAZIONE E RISORSE UMANE          ";"GESTIONE DOCUMENTI E METODOLOGIE DI ARCHIVIAZIONE                               ";"DENTRO";"A09MM";24;3;1;1;1
"F";"LICENZA SCUOLA MEDIA               ";"Categoria C";"COMPETENZE TRASVERSALI                  ";"GESTIONE DEL TEMPO                                                              ";"FUORI";"A09FV";16;2;1;1;1
